X,Y,Distancia,LabelLinea,Linea,Nodo,Nombre,Package,Ruta,Sublinea,ObjectId
-666081.978351811,4494149.95966214,1824,A8,110,608,José Laguillo (Puerta Osario),540,11013,11011,2078
-664181.615817433,4489145.549905,385,31,31,609,Luis Ortiz Muñoz (Factoria Cultural),540,3112,3110,2079
-659314.753450413,4495113.70918166,9653,22,22,610,Médicos Sin Fronteras (Dra. Navarro R.),540,2211,2210,2080
-659314.753450413,4495113.70918166,8094,A3,103,610,Médicos Sin Fronteras (Dra. Navarro R.),540,10311,10310,2081
-659314.753450413,4495113.70918166,8427,A3,103,610,Médicos Sin Fronteras (Dra. Navarro R.),540,10313,10311,2082
-668658.649339068,4496569.38989358,11803,02,2,611,Américo Vespucio (F. de Comunicación),540,212,210,2083
-665274.877645837,4490977.10642431,3269,31,31,612,Almirante Topete (Ntra.Sra.Mercedes),540,3112,3110,2084
-665274.877645837,4490977.10642431,2198,A5,105,612,Almirante Topete (Ntra.Sra.Mercedes),540,10512,10510,2085
-665274.877645837,4490977.10642431,2198,A5,105,612,Almirante Topete (Ntra.Sra.Mercedes),540,10514,10511,2086
-661457.378889416,4488967.6473302,7839,38,38,613,Universidad Pablo Olavide (Biblioteca),540,3811,3810,2087
-661457.378889416,4488967.6473302,0,38,38,613,Universidad Pablo Olavide (Biblioteca),540,3812,3810,2088
-661457.378889416,4488967.6473302,1906,38A,125,613,Universidad Pablo Olavide (Biblioteca),540,12512,12510,2089
-664379.874361118,4489362.99047443,5017,31,31,614,José Sebas. Bandarán (Cayetano González),540,3111,3110,2090
-663322.920119345,4492472.82941734,3356,A4,104,615,Navio Argos,540,10411,10410,2091
-663322.920119345,4492472.82941734,3620,A4,104,615,Navio Argos,540,10413,10411,2092
-662557.328959807,4493163.31714501,4763,29,29,616,Avda. Andalucía (Rosaleda),540,2911,2910,2093
-662557.328959807,4493163.31714501,1424,39,39,616,Avda. Andalucía (Rosaleda),540,3911,3910,2094
-665710.356376875,4487360.78391819,717,34,34,617,Avenida Alemania (Suecia),540,3412,3410,2095
-665710.356376875,4487360.78391819,1908,CJ,128,617,Avenida Alemania (Suecia),540,12812,12810,2096
-666447.283646957,4487885.33798748,1844,34,34,618,Avda. Dinamarca (Sadus),540,3412,3410,2097
-669174.705447869,4492969.84773924,835,05,5,619,Ronda de Triana (Manuel Arellano),540,511,510,2098
-669174.705447869,4492969.84773924,5119,06,6,619,Ronda de Triana (Manuel Arellano),540,611,610,2099
-669174.705447869,4492969.84773924,2916,C2,82,619,Ronda de Triana (Manuel Arellano),540,8211,8210,2100
-658983.950974653,4494750.22143928,1290,B4,119,620,Flor de Gitanilla (Flor de Retama),540,11912,11910,2101
-665813.280964305,4487402.98231256,5884,CJ,128,621,"Alemania, Av. (Berlin)",540,12811,12810,2102
-663099.872617491,4492715.45692491,2516,24,24,622,Galaxia,540,2412,2410,2103
-663099.872617491,4492715.45692491,3624,A4,104,622,Galaxia,540,10411,10410,2104
-663099.872617491,4492715.45692491,3888,A4,104,622,Galaxia,540,10413,10411,2105
-656235.774400523,4492631.55205793,5046,53,53,623,Ctra.Mairena (Pol.Indust.Torreblanca),540,5312,5310,2106
-668818.264713018,4491491.15369405,4161,41,41,624,Blas Infante (Rubén Darío) [M],540,4111,4110,2107
-668858.500319201,4491277.40957384,1710,41,41,625,Alfredo Kraus,540,4112,4110,2108
-668816.40686864,4491456.41998162,1909,41,41,626,Blas Infante (Alfredo Kraus) [M],540,4112,4110,2109
-668623.45646129,4491582.53062802,2092,41,41,627,Blas Infante (Santa Fé) [C],540,4112,4110,2110
-659277.755805391,4491730.01789711,6576,39,39,628,Parsi 6 (Parsi2),540,3911,3910,2111
-659277.755805391,4491730.01789711,7706,39,39,628,Parsi 6 (Parsi2),540,3913,3911,2112
-668664.806765194,4491588.94307919,4016,41,41,629,Blas Infante (Jefatura de Policía) [C],540,4111,4110,2113
-667759.505715132,4493607.45515773,0,43,43,630,San Pablo (Zaragoza),540,4311,4310,2114
-667759.505715132,4493607.45515773,3483,43,43,630,San Pablo (Zaragoza),540,4312,4310,2115
-667759.505715132,4493607.45515773,2423,C5,121,630,San Pablo (Zaragoza),540,12111,12110,2116
-668464.478057466,4496777.89538671,333,C1,81,631,Juan Bautista Muñoz (Leonardo Da Vinci),540,8111,8110,2117
-668638.42538171,4496606.27902471,2678,02,2,632,Américo Vespucio (F. de Comunicación),540,211,210,2118
-662528.665081483,4495593.74611323,999,B3,87,633,Carabela La Niña (Conde de Osborne),540,8712,8710,2119
-663066.112933629,4495249.48578729,5538,20,20,634,Avda. Villas de Cuba (Elisa Ruiz Romero),540,2011,2010,2120
-663066.112933629,4495249.48578729,1557,B3,87,634,Avda. Villas de Cuba (Elisa Ruiz Romero),540,8712,8710,2121
-663652.554797987,4494837.88498697,4662,20,20,635,Tesalónica (Plaza Curro Cuchares),540,2011,2010,2122
-664117.015914675,4494664.69673348,4530,28,28,636,Auxiliar Kansas City (Efeso),540,2812,2810,2123
-664117.015914675,4494664.69673348,7384,EA,100,636,Auxiliar Kansas City (Efeso),540,10012,10010,2124
-664117.015914675,4494664.69673348,4530,A8,110,636,Auxiliar Kansas City (Efeso),540,11012,11010,2125
-664117.015914675,4494664.69673348,4530,A8,110,636,Auxiliar Kansas City (Efeso),540,11014,11011,2126
-658997.062050695,4495323.78946611,9954,22,22,637,Médicos Sin Fronteras (Mercado Sv. Este),540,2211,2210,2127
-658997.062050695,4495323.78946611,8395,A3,103,637,Médicos Sin Fronteras (Mercado Sv. Este),540,10311,10310,2128
-658997.062050695,4495323.78946611,8728,A3,103,637,Médicos Sin Fronteras (Mercado Sv. Este),540,10313,10311,2129
-662654.680014104,4494915.39299499,4732,B3,87,638,Alvar Núñez Cab. Vaca (Fray M. de Niza),540,8711,8710,2130
-656273.992908665,4492550.31997473,7913,53,53,639,Ctra.Mairena (Pol.Indust.Torreblanca),540,5311,5310,2131
-662142.711167385,4495495.38486639,362,B3,87,640,Fidelio (Ópera Carmen),540,8712,8710,2132
-663211.237125886,4493723.97100391,4460,27,27,641,Montes Sierra (Avenida La Prensa),540,2711,2710,2133
-663211.237125886,4493723.97100391,3850,A3,103,641,Montes Sierra (Avenida La Prensa),540,10311,10310,2134
-663211.237125886,4493723.97100391,4183,A3,103,641,Montes Sierra (Avenida La Prensa),540,10313,10311,2135
-663211.237125886,4493723.97100391,3968,B4,119,641,Montes Sierra (Avenida La Prensa),540,11911,11910,2136
-662560.938494296,4494168.66721334,5086,27,27,642,Montes Sierra (Santa Clara de Cuba),540,2711,2710,2137
-662560.938494296,4494168.66721334,4476,A3,103,642,Montes Sierra (Santa Clara de Cuba),540,10311,10310,2138
-662560.938494296,4494168.66721334,4809,A3,103,642,Montes Sierra (Santa Clara de Cuba),540,10313,10311,2139
-662560.938494296,4494168.66721334,4594,B4,119,642,Montes Sierra (Santa Clara de Cuba),540,11911,11910,2140
-662547.774329988,4494201.27187861,5124,27,27,643,Montes Sierra (Santa Clara de Cuba),540,2712,2710,2141
-662547.774329988,4494201.27187861,9642,B4,119,643,Montes Sierra (Santa Clara de Cuba),540,11912,11910,2142
-663201.417088138,4493761.91910376,5751,27,27,644,Montes Sierra (Tesalónica),540,2712,2710,2143
-663201.417088138,4493761.91910376,8583,39,39,644,Montes Sierra (Tesalónica),540,3914,3911,2144
-663201.417088138,4493761.91910376,10269,B4,119,644,Montes Sierra (Tesalónica),540,11912,11910,2145
-664389.48206807,4498954.61930127,684,13,13,645,Estrella Canopus(Estrella Haris),540,1312,1310,2146
-664389.48206807,4498954.61930127,1531,A1,101,645,Estrella Canopus(Estrella Haris),540,10112,10110,2147
-664389.48206807,4498954.61930127,1531,A1,101,645,Estrella Canopus(Estrella Haris),540,10114,10111,2148
-664075.347114576,4498731.09798331,1045,13,13,646,Estrella Haris (Agricultores),540,1312,1310,2149
-664075.347114576,4498731.09798331,1892,A1,101,646,Estrella Haris (Agricultores),540,10112,10110,2150
-664075.347114576,4498731.09798331,1892,A1,101,646,Estrella Haris (Agricultores),540,10114,10111,2151
-660523.413949899,4497678.79366647,7656,C6B,109,647,Ulpiano Blanco (Aerop. Viejo),540,10912,10910,2152
-663687.694598632,4498509.18560986,1459,13,13,648,Garrochistas (Salineros),540,1312,1310,2153
-662944.026009429,4494706.92446957,4433,B3,87,649,Alvar Núñez Cabeza de Vaca (Antioquía),540,8711,8710,2154
-656793.286978627,4498296.90273591,16218,EA,100,650,Aeropuerto de Sevilla (Llegadas),540,10011,10010,2155
-656793.286978627,4498296.90273591,0,EA,100,650,Aeropuerto de Sevilla (Llegadas),540,10012,10010,2156
-664193.559096357,4489581.50408021,6830,32,32,651,Padre Sebastián Bandarán (Centro Cívico),540,3211,3210,2157
-664193.559096357,4489581.50408021,7037,A5,105,651,Padre Sebastián Bandarán (Centro Cívico),540,10513,10511,2158
-664363.153761719,4489422.82748954,7021,32,32,652,José Sebas. Bandarán (Cayetano González),540,3211,3210,2159
-664363.153761719,4489422.82748954,7469,A5,105,652,José Sebas. Bandarán (Cayetano González),540,10511,10510,2160
-664363.153761719,4489422.82748954,0,A5,105,652,José Sebas. Bandarán (Cayetano González),540,10512,10510,2161
-664363.153761719,4489422.82748954,7228,A5,105,652,José Sebas. Bandarán (Cayetano González),540,10513,10511,2162
-664363.153761719,4489422.82748954,0,A5,105,652,José Sebas. Bandarán (Cayetano González),540,10514,10511,2163
-664263.254804653,4499301.14021604,377,13,13,653,Estrella deneb (Estrella Vega),540,1312,1310,2164
-665750.963556386,4489485.8704158,991,02,2,654,Marqués Luca de Tena (Hospital V.Rocio),540,212,210,2165
-660132.84196899,4496643.70291379,5676,B4,119,655,Ciudad de Chiva (Ciudad de Alfafar),540,11912,11910,2166
-665983.35334613,4494389.95334484,639,10,10,656,María Auxiliadora (Laborat. Municipal),540,1011,1010,2167
-660549.689179117,4496294.06205383,6251,B4,119,657,Secoya (Parque Alcosa),540,11912,11910,2168
-660696.565061485,4495965.28196067,6536,B4,119,658,Secoya (Palacio de Congresos),540,11912,11910,2169
-665055.864328934,4496508.44291317,3053,11,11,659,Real de La Jara (Ambulatorio Plg. Norte),540,1111,1110,2170
-667099.387045793,4491832.08455825,3855,41,41,660,Paseo de delicias (Pabellón de Uruguay),540,4112,4110,2171
-662764.770571114,4491609.78355853,1369,25,25,661,Puerto del Escudo (Puerto de Zegri),540,2512,2510,2172
-662764.770571114,4491609.78355853,7303,A4,104,661,Puerto del Escudo (Puerto de Zegri),540,10412,10410,2173
-662764.770571114,4491609.78355853,7303,A4,104,661,Puerto del Escudo (Puerto de Zegri),540,10414,10411,2174
-663117.495606079,4492462.14110173,2315,24,24,662,Candelilla (Candelario),540,2412,2410,2175
-662847.577344321,4493065.51310425,2905,24,24,663,Zorzal (Tórtola),540,2412,2410,2176
-662847.577344321,4493065.51310425,4013,A4,104,663,Zorzal (Tórtola),540,10411,10410,2177
-662847.577344321,4493065.51310425,4277,A4,104,663,Zorzal (Tórtola),540,10413,10411,2178
-663138.993514821,4492483.51772982,4481,24,24,664,Candelilla (Celestino Lopez),540,2411,2410,2179
-663434.603101672,4492812.18883981,4434,02,2,665,Rda. Tamarguillo (Alejandro Collantes),540,212,210,2180
-660794.499997643,4495618.87114856,6943,27,27,667,Alcalde Luis Uruñuela (Jardines Edén) [R],540,2711,2710,2181
-660794.499997643,4495618.87114856,6333,A3,103,667,Alcalde Luis Uruñuela (Jardines Edén) [R],540,10311,10310,2182
-660794.499997643,4495618.87114856,6666,A3,103,667,Alcalde Luis Uruñuela (Jardines Edén) [R],540,10313,10311,2183
-660794.499997643,4495618.87114856,6451,B4,119,667,Alcalde Luis Uruñuela (Jardines Edén) [R],540,11911,11910,2184
-660863.771055478,4495645.06538492,3326,27,27,668,Alcalde Luis Uruñuela (Jardines Edén) [R],540,2712,2710,2185
-660863.771055478,4495645.06538492,6855,B4,119,668,Alcalde Luis Uruñuela (Jardines Edén) [R],540,11912,11910,2186
-659962.079528773,4498577.09564057,4396,C6A,108,669,Ctra. de Brenes (San Cayetano),540,10811,10810,2187
-664117.918292731,4495451.55025651,1314,15,15,670,Carretera Carmona (Parque Atlántico),540,1512,1510,2188
-668334.74743609,4496780.56856292,7373,C2,82,671,Juan Bautista Muñoz (Estadio Olimpico),540,8212,8210,2189
-666433.004784929,4494044.12899076,0,16,16,672,Jerónimo de Córdoba (Supermercado),540,1611,1610,2190
-666433.004784929,4494044.12899076,10272,16,16,672,Jerónimo de Córdoba (Supermercado),540,1612,1610,2191
-662977.785704423,4497363.87147102,6070,16,16,673,Ctra. Valdezorras (Centro Miraflores),540,1611,1610,2192
-662977.785704423,4497363.87147102,5013,C6B,109,673,Ctra. Valdezorras (Centro Miraflores),540,10912,10910,2193
-661242.399757463,4498557.84550662,7810,16,16,674,Ctra. Valdezorras (Aerop. Viejo),540,1611,1610,2194
-660753.308936271,4497922.61089303,8418,C6A,108,675,Ulpiano Blanco (Bda. Aerop. Viejo),540,10811,10810,2195
-660172.281351383,4499104.88390742,8776,16,16,676,Vereda Poco Aceite (Venta Vargas),540,1611,1610,2196
-660172.281351383,4499104.88390742,2976,C6A,108,676,Vereda Poco Aceite (Venta Vargas),540,10811,10810,2197
-660172.281351383,4499104.88390742,11800,C6B,109,676,Vereda Poco Aceite (Venta Vargas),540,10912,10910,2198
-659725.602476946,4499329.48271728,9206,16,16,677,Halcón (Mofeta),540,1611,1610,2199
-659725.602476946,4499329.48271728,0,16,16,677,Halcón (Mofeta),540,1612,1610,2200
-659725.602476946,4499329.48271728,3406,C6A,108,677,Halcón (Mofeta),540,10811,10810,2201
-659725.602476946,4499329.48271728,12230,C6B,109,677,Halcón (Mofeta),540,10912,10910,2202
-660205.881803845,4499146.5947521,443,16,16,678,Vereda Poco Aceite (Venta Vargas),540,1612,1610,2203
-660205.881803845,4499146.5947521,3849,C6A,108,678,Vereda Poco Aceite (Venta Vargas),540,10811,10810,2204
-660205.881803845,4499146.5947521,12673,C6B,109,678,Vereda Poco Aceite (Venta Vargas),540,10912,10910,2205
-660941.428957145,4502179.09638399,0,C6A,108,679,Barriada El Gordillo,540,10811,10810,2206
-660941.428957145,4502179.09638399,8764,C6A,108,679,Barriada El Gordillo,540,10812,10810,2207
-660941.428957145,4502179.09638399,0,C6B,109,679,Barriada El Gordillo,540,10911,10910,2208
-660941.428957145,4502179.09638399,15782,C6B,109,679,Barriada El Gordillo,540,10912,10910,2209
-661115.800920718,4500096.3634336,1740,C6A,108,680,Ctra. El Gordillo (Cortijo Cordobés),540,10811,10810,2210
-661115.800920718,4500096.3634336,1740,C6B,109,680,Ctra. El Gordillo (Cortijo Cordobés),540,10911,10910,2211
-661328.391403566,4498562.6580403,1467,16,16,681,Ctra. Valdezorras (Aerop. Viejo),540,1612,1610,2212
-661328.391403566,4498562.6580403,9127,C6A,108,681,Ctra. Valdezorras (Aerop. Viejo),540,10811,10810,2213
-662909.682432575,4497852.566323,3437,16,16,682,Centro Miraflores,540,1612,1610,2214
-662971.787520828,4497384.18874735,3862,16,16,683,Ctra. Valdezorras (Centro Miraflores),540,1612,1610,2215
-662971.787520828,4497384.18874735,10790,C6A,108,683,Ctra. Valdezorras (Centro Miraflores),540,10811,10810,2216
-666042.379726886,4497055.37451292,3128,10,10,684,Doctor Fedriani (Cementerio),540,1011,1010,2217
-666042.379726886,4497055.37451292,6267,A2,102,684,Doctor Fedriani (Cementerio),540,10211,10210,2218
-666042.379726886,4497055.37451292,6640,A2,102,684,Doctor Fedriani (Cementerio),540,10213,10211,2219
-666042.379726886,4497055.37451292,13718,C6A,108,684,Doctor Fedriani (Cementerio),540,10811,10810,2220
-666042.379726886,4497055.37451292,7509,C6B,109,684,Doctor Fedriani (Cementerio),540,10911,10910,2221
-664223.443860064,4497444.60614317,11837,C6A,108,685,Aux. Ronda Norte (Av. Pino Montano),540,10811,10810,2222
-665952.831623429,4489016.26304259,412,02,2,687,Padre G. Tejero (Est. Benito Villamarín),540,212,210,2223
-665952.831623429,4489016.26304259,10613,06,6,687,Padre G. Tejero (Est. Benito Villamarín),540,611,610,2224
-668244.509274241,4493775.28113924,6778,06,6,688,Torneo (Estacion Plaza de Armas) [C],540,612,610,2225
-668244.509274241,4493775.28113924,2576,A2,102,688,Torneo (Estacion Plaza de Armas) [C],540,10211,10210,2226
-668244.509274241,4493775.28113924,2949,A2,102,688,Torneo (Estacion Plaza de Armas) [C],540,10213,10211,2227
-668244.509274241,4493775.28113924,4803,A7,107,688,Torneo (Estacion Plaza de Armas) [C],540,10711,10710,2228
-668244.509274241,4493775.28113924,4874,A7,107,688,Torneo (Estacion Plaza de Armas) [C],540,10713,10711,2229
-663448.351158972,4492819.13647523,9917,02,2,689,Rda. Tamarguillo (Alejandro Collantes),540,211,210,2230
-663469.795990581,4492416.7159097,4118,02,2,690,Rda. Tamarguillo (Federico Mayo Gayarre),540,212,210,2231
-663498.459880037,4492392.66737133,10257,02,2,691,Rda. Tamarguillo (Marqués de Pickman),540,211,210,2232
-663527.12375836,4491857.2005969,3674,02,2,692,Rda. Tamarguillo (Plaza Ruperto Chapí),540,212,210,2233
-663652.554797987,4491696.35213409,10838,02,2,693,Rda. Tamarguillo (Francisco Buendía),540,211,210,2234
-663886.643200709,4491362.37233216,3189,02,2,694,Ronda del Tamarguillo (Cerro del Águila),540,212,210,2235
-664038.29639242,4491215.95894171,11333,02,2,695,Ronda del Tamarguillo (Ramón y Cajal),540,211,210,2236
-664038.29639242,4491215.95894171,5509,A5,105,695,Ronda del Tamarguillo (Ramón y Cajal),540,10511,10510,2237
-664038.29639242,4491215.95894171,5268,A5,105,695,Ronda del Tamarguillo (Ramón y Cajal),540,10513,10511,2238
-664297.492227242,4490911.91719103,2702,02,2,696,Ronda del Tamarguillo (Hytasa),540,212,210,2239
-664379.290468125,4490856.88070072,11726,02,2,697,Rda. Tamarguillo (Av. de La Paz),540,211,210,2240
-664379.290468125,4490856.88070072,5902,A5,105,697,Rda. Tamarguillo (Av. de La Paz),540,10511,10510,2241
-664379.290468125,4490856.88070072,5661,A5,105,697,Rda. Tamarguillo (Av. de La Paz),540,10513,10511,2242
-664378.865817664,4495447.80828371,1522,15,15,698,Ctra. Carmona (Alc. Manuel del Valle),540,1512,1510,2243
-664430.036159316,4495595.88441296,2164,15,15,699,"Alc. Manuel del Valle, Av (Arq. José Granados)",540,1511,1510,2244
-663967.432887006,4495716.16438991,798,15,15,700,Av. Asoc. de Vecinos (Parque Atlántico),540,1512,1510,2245
-664449.782389079,4495812.92394675,2340,15,15,701,Av. Manuel del Valle (C.E. Pino Montano),540,1511,1510,2246
-664449.782389079,4495812.92394675,5392,LN,72,701,Av. Manuel del Valle (C.E. Pino Montano),540,7211,7210,2247
-664032.457451357,4495992.54626558,573,15,15,702,Av. Asoc. de Vecinos (C. Alfonso Grosso),540,1512,1510,2248
-664606.212890134,4496198.36727416,2670,15,15,703,Av. Manuel del Valle (Av. Mujer Trabaj.),540,1511,1510,2249
-663593.156855034,4494158.5116738,3935,20,20,704,Jerusalén (Junta Municipal de Distrito),540,2011,2010,2250
-663593.156855034,4494158.5116738,2987,B3,87,704,Jerusalén (Junta Municipal de Distrito),540,8711,8710,2251
-663593.156855034,4494158.5116738,4487,A8,110,704,Jerusalén (Junta Municipal de Distrito),540,11011,11010,2252
-663593.156855034,4494158.5116738,4501,A8,110,704,Jerusalén (Junta Municipal de Distrito),540,11013,11011,2253
-663410.079562565,4494341.84727293,4136,20,20,705,Jerusalén (Tesalónica),540,2011,2010,2254
-663410.079562565,4494341.84727293,3188,B3,87,705,Jerusalén (Tesalónica),540,8711,8710,2255
-663410.079562565,4494341.84727293,4688,A8,110,705,Jerusalén (Tesalónica),540,11011,11010,2256
-663410.079562565,4494341.84727293,4702,A8,110,705,Jerusalén (Tesalónica),540,11013,11011,2257
-664087.2903935,4496194.62503519,407,15,15,706,Avda. Asociación de Vecinos (Ojiva),540,1512,1510,2258
-665076.778344683,4494745.94518464,1463,20,20,707,Arroyo (Guanahaní),540,2011,2010,2259
-665076.778344683,4494745.94518464,2885,A8,110,707,Arroyo (Guanahaní),540,11011,11010,2260
-665076.778344683,4494745.94518464,2899,A8,110,707,Arroyo (Guanahaní),540,11013,11011,2261
-665068.126104053,4494773.20632376,3408,20,20,708,Arroyo (Vicente Alanís),540,2012,2010,2262
-664715.507223355,4494900.42587598,1778,20,20,709,Tharsis (Andrés Segovia),540,2011,2010,2263
-664715.507223355,4494900.42587598,3200,A8,110,709,Tharsis (Andrés Segovia),540,11011,11010,2264
-664715.507223355,4494900.42587598,3214,A8,110,709,Tharsis (Andrés Segovia),540,11013,11011,2265
-664642.626642163,4494968.84712356,3036,20,20,710,Tharsis (Andrés Segovia),540,2012,2010,2266
-669007.605608143,4494318.32882255,4818,C1,81,711,Inca Garcilaso (Francisco de Montesinos),540,8112,8110,2267
-660381.793126733,4492243.56758646,7823,39,39,712,C. Ilustración (Fundación de Psicopediatría),540,3911,3910,2268
-660381.793126733,4492243.56758646,8953,39,39,712,C. Ilustración (Fundación de Psicopediatría),540,3913,3911,2269
-664476.64151129,4494925.01471161,7888,02,2,713,Alcalde Manuel del Valle (Hespérides),540,211,210,2270
-664476.64151129,4494925.01471161,3982,LN,72,713,Alcalde Manuel del Valle (Hespérides),540,7212,7210,2271
-664476.64151129,4494925.01471161,3477,A8,110,713,Alcalde Manuel del Valle (Hespérides),540,11011,11010,2272
-664476.64151129,4494925.01471161,3491,A8,110,713,Alcalde Manuel del Valle (Hespérides),540,11013,11011,2273
-664477.809297276,4494975.26164232,6575,02,2,714,Alc. M.  del Valle (Baltasar de Alcázar),540,212,210,2274
-664477.809297276,4494975.26164232,4712,LN,72,714,Alc. M.  del Valle (Baltasar de Alcázar),540,7211,7210,2275
-664178.059371209,4494636.90136387,6212,02,2,715,Alcalde Manuel del Valle (Kansas City),540,212,210,2276
-664178.059371209,4494636.90136387,1752,20,20,715,Alcalde Manuel del Valle (Kansas City),540,2012,2010,2277
-659276.534931139,4494423.09322639,8941,22,22,716,Avda. Las Ciencias (Edif. Entreflores),540,2211,2210,2278
-659276.534931139,4494423.09322639,1442,27,27,716,Avda. Las Ciencias (Edif. Entreflores),540,2712,2710,2279
-659276.534931139,4494423.09322639,823,LE,71,716,Avda. Las Ciencias (Edif. Entreflores),540,7112,7110,2280
-659276.534931139,4494423.09322639,878,B4,119,716,Avda. Las Ciencias (Edif. Entreflores),540,11912,11910,2281
-663979.800827523,4494416.14452995,5957,02,2,717,Éfeso (Palacio de deportes),540,212,210,2282
-663979.800827523,4494416.14452995,1497,20,20,717,Éfeso (Palacio de deportes),540,2012,2010,2283
-669048.478184453,4494637.43589005,1084,02,2,718,Américo Vespucio (Monasterio),540,211,210,2284
-669048.478184453,4494637.43589005,5141,C1,81,718,Américo Vespucio (Monasterio),540,8112,8110,2285
-663466.239544358,4494570.08584718,4392,20,20,719,Tesalónica (Gitanillo de Triana),540,2011,2010,2286
-663466.239544358,4494570.08584718,3444,B3,87,719,Tesalónica (Gitanillo de Triana),540,8711,8710,2287
-663466.239544358,4494570.08584718,4944,A8,110,719,Tesalónica (Gitanillo de Triana),540,11011,11010,2288
-663466.239544358,4494570.08584718,4958,A8,110,719,Tesalónica (Gitanillo de Triana),540,11013,11011,2289
-666422.176203726,4494033.97358566,0,15,15,720,Plaza P. Jerónimo de Córdoba,540,1511,1510,2290
-666422.176203726,4494033.97358566,3986,15,15,720,Plaza P. Jerónimo de Córdoba,540,1512,1510,2291
-659534.509902841,4494862.47366215,9346,22,22,721,Av. Las Ciencias (Doctor Madrazo),540,2211,2210,2292
-659534.509902841,4494862.47366215,1847,27,27,721,Av. Las Ciencias (Doctor Madrazo),540,2712,2710,2293
-665244.674397067,4493842.62607139,5739,EA,100,722,José Laguillo (Estación Santa.Justa),540,10011,10010,2294
-657998.603362686,4492827.68740342,533,29,29,723,Aux. Autovía Málaga (Canal Bajo Guadal.),540,2912,2910,2295
-657998.603362686,4492827.68740342,15859,B4,119,723,Aux. Autovía Málaga (Canal Bajo Guadal.),540,11911,11910,2296
-663606.586416139,4494004.57638917,5515,02,2,724,Ada (Jerusalén),540,212,210,2297
-663718.853302591,4494070.31931346,8819,02,2,725,Ada (Tarso),540,211,210,2298
-665009.312054093,4493693.5057187,3393,28,28,726,Avda. Kansas City (Estación Santa Justa) [R],540,2811,2810,2299
-665009.312054093,4493693.5057187,3266,LN,72,726,Avda. Kansas City (Estación Santa Justa) [R],540,7211,7210,2300
-665084.528207257,4493703.12632996,5614,28,28,727,Auxiliar Kansas City (Est. Santa Justa) [R],540,2812,2810,2301
-665084.528207257,4493703.12632996,5347,LN,72,727,Auxiliar Kansas City (Est. Santa Justa) [R],540,7212,7210,2302
-665084.528207257,4493703.12632996,8468,EA,100,727,Auxiliar Kansas City (Est. Santa Justa) [R],540,10012,10010,2303
-665084.528207257,4493703.12632996,5614,A8,110,727,Auxiliar Kansas City (Est. Santa Justa) [R],540,11012,11010,2304
-665084.528207257,4493703.12632996,5614,A8,110,727,Auxiliar Kansas City (Est. Santa Justa) [R],540,11014,11011,2305
-663234.539801873,4493211.95228705,4506,22,22,728,Avda. Andalucía (Rda. Tamarguillo),540,2211,2210,2306
-663234.539801873,4493211.95228705,3422,24,24,728,Avda. Andalucía (Rda. Tamarguillo),540,2411,2410,2307
-663234.539801873,4493211.95228705,4223,29,29,728,Avda. Andalucía (Rda. Tamarguillo),540,2911,2910,2308
-668835.569216542,4495666.98307092,1917,02,2,729,Américo Vespucio (Fundacion Once),540,211,210,2309
-668835.569216542,4495666.98307092,5974,C1,81,729,Américo Vespucio (Fundacion Once),540,8112,8110,2310
-668744.853327098,4496080.7547712,6310,C1,81,730,Américo Vespucio (Jacques Cousteau),540,8112,8110,2311
-659697.310160819,4496440.01164637,8178,B4,119,731,Ciudad de Chiva Av. (Avda. Turia),540,11911,11910,2312
-661935.110324678,4498261.61178113,7197,16,16,732,Ctra. Valdezorras (Rda. Super Norte),540,1611,1610,2313
-661935.110324678,4498261.61178113,6140,C6B,109,732,Ctra. Valdezorras (Rda. Super Norte),540,10912,10910,2314
-661992.438092457,4498266.42417898,2048,16,16,733,Ctra. Valdezorras (Rda. Super Norte),540,1612,1610,2315
-661992.438092457,4498266.42417898,9709,C6A,108,733,Ctra. Valdezorras (Rda. Super Norte),540,10811,10810,2316
-659526.176147274,4494748.08331174,1700,22,22,734,Avda. Las Ciencias (Edif. Estrella Este),540,2212,2210,2317
-659526.176147274,4494748.08331174,8454,27,27,734,Avda. Las Ciencias (Edif. Estrella Este),540,2711,2710,2318
-659526.176147274,4494748.08331174,11227,A3,103,734,Avda. Las Ciencias (Edif. Estrella Este),540,10311,10310,2319
-659526.176147274,4494748.08331174,11560,A3,103,734,Avda. Las Ciencias (Edif. Estrella Este),540,10313,10311,2320
-659333.862698918,4494408.66133755,2010,22,22,735,Avenida de Las Ciencias (Ulises),540,2212,2210,2321
-659333.862698918,4494408.66133755,8764,27,27,735,Avenida de Las Ciencias (Ulises),540,2711,2710,2322
-659333.862698918,4494408.66133755,8545,LE,71,735,Avenida de Las Ciencias (Ulises),540,7111,7110,2323
-659333.862698918,4494408.66133755,11537,A3,103,735,Avenida de Las Ciencias (Ulises),540,10311,10310,2324
-659333.862698918,4494408.66133755,11870,A3,103,735,Avenida de Las Ciencias (Ulises),540,10313,10311,2325
-659333.862698918,4494408.66133755,12046,B4,119,735,Avenida de Las Ciencias (Ulises),540,11911,11910,2326
-659053.222032487,4493812.69494024,2550,22,22,736,Avda. Las Ciencias (Edif. Las Camelias),540,2212,2210,2327
-659053.222032487,4493812.69494024,9304,27,27,736,Avda. Las Ciencias (Edif. Las Camelias),540,2711,2710,2328
