latitude,longitude,soil_moisture
71.80941,93.921165,0.24388869
71.80941,94.29461,0.25112072
71.80941,94.66805,0.2684528
71.80941,95.0415,0.27324548
71.80941,95.41494,0.26478386
71.80941,95.78838,0.28839317
71.80941,96.16183,0.31182086
71.80941,96.53527,0.34165466
71.80941,97.28216,0.3201734
71.80941,97.6556,0.29302356
71.80941,98.029045,0.30938077
71.80941,98.40249,0.28037304
71.80941,98.77593,0.2733808
71.80941,99.149376,0.25190243
71.80941,99.52282,0.26396847
71.80941,99.89626,0.2660488
71.80941,100.26971,0.27732885
71.80941,100.64315,0.30764303
71.80941,101.016594,0.2842886
71.80941,101.390045,0.2803113
71.80941,101.76349,0.30335772
71.80941,102.13693,0.28575686
71.80941,102.510376,0.28320777
71.80941,102.88382,0.2560734
71.80941,103.25726,0.21579814
71.80941,103.63071,0.18554999
71.80941,104.00415,0.12962274
71.80941,104.377594,0.11911434
71.80941,104.75104,0.1402592
71.80941,105.12448,0.14312589
71.80941,105.497925,0.14209774
71.80941,105.87137,0.13315831
71.80941,106.24481,0.1357768
71.80941,106.618256,0.14439261
71.80941,106.9917,0.14757317
71.80941,107.36514,0.15065235
71.80941,107.73859,0.13831556
71.80941,108.11203,0.14113057
71.80941,108.48547,0.14079198
71.80941,108.858925,0.15437378
71.80941,109.23237,0.14939599
71.80941,109.60581,0.15994844
71.80941,109.979256,0.16150078
71.80941,110.3527,0.18361562
71.80941,110.72614,0.20016713
71.80941,111.09959,0.22368276
71.80941,111.47303,0.20484133
71.80941,111.84647,0.19010948
71.80941,112.21992,0.1669541
71.80941,112.59336,0.16049567
71.80941,112.966805,0.14656487
71.80941,113.34025,0.16562974
71.80941,113.71369,0.16548787
71.80941,114.087135,0.16886997
71.80941,114.46058,0.20052455
71.80941,114.83402,0.15957731
71.80941,115.207466,0.15310836
71.80941,115.58091,0.1474048
71.80941,115.95435,0.14602695
71.80941,116.327805,0.13873287
71.80941,116.70125,0.15569627
71.80941,117.07469,0.1635349
71.80941,117.448135,0.17849606
71.80941,117.82158,0.1826039
71.80941,118.19502,0.18952006
71.80941,118.56847,0.20175603
71.80941,118.94191,0.19320251
71.80941,119.31535,0.20583443
71.80941,119.6888,0.21601604
71.80941,120.06224,0.17824723
71.80941,120.435684,0.20036414
71.80941,120.80913,0.17589979
71.80941,121.18257,0.17046207
71.80941,121.556015,0.18455876
71.80941,121.92946,0.17244239
71.80941,122.3029,0.16009258
71.80941,122.676346,0.1565258
71.80941,123.04979,0.16224392
71.80941,123.42323,0.17485131
71.80941,123.796684,0.16932693
71.80941,124.17013,0.18653128
71.80941,124.54357,0.1692468
71.80941,124.917015,0.14058858
71.80941,125.29046,0.19327189
71.80941,125.6639,0.18714498
71.80941,126.037346,0.16332105
71.80941,126.41079,0.18875939
71.80941,126.78423,0.16163403
71.80941,127.53112,0.14821655
71.80941,127.904564,0.1430922
71.80941,128.27802,0.119690314
71.80941,128.65146,0.108566135
71.80941,129.0249,0.10530105
