latitude,longitude,soil_moisture,brightness_temperature
72.725525,-98.029045,0.3137476,219.50377
72.725525,-97.6556,0.2862254,221.71323
72.725525,-97.28216,0.29940775,218.11588
72.725525,-96.908714,0.36497936,208.32819
72.725525,-95.41494,0.67487586,217.75664
72.725525,-95.0415,0.021087175,280.38013
72.725525,-94.29461,0.12780806,253.56564
72.725525,-93.921165,0.17603691,246.32333
72.725525,-86.452286,0.6780979,122.223755
72.725525,-85.33195,0.32123637,228.9382
72.725525,-84.9585,0.3915848,227.89417
72.725525,-84.58506,0.1979611,247.24258
72.725525,-84.21162,0.18806328,249.61365
72.725525,-83.83817,0.17904897,248.14784
72.725525,-83.46473,0.18814987,246.15814
72.725525,-83.091286,0.20156643,243.61145
72.725525,-82.71784,0.18957096,244.51114
72.725525,-82.3444,0.19101778,243.98602
72.725525,-81.970955,0.19052362,243.81491
72.725525,-81.59751,0.2141849,241.22916
72.725525,-81.22407,0.19781771,243.81027
72.725525,-80.850624,0.1827315,246.69865
72.725525,-79.73029,0.73987824,173.97673
72.725525,-79.35685,0.5974747,198.79506
72.725525,-78.983406,0.6998168,182.56107
72.725525,-78.23651,0.72010916,153.5769
72.725525,-77.86307,0.060148895,271.2113
72.725525,-55.456432,0.6997068,179.99738
72.725525,-55.08299,0.13266206,259.4989
72.725525,-54.709545,0.18209012,256.12796
72.725525,-25.207468,0.67732584,219.2201
72.725525,-24.46058,0.5783566,214.15918
72.725525,-24.087137,0.414951,223.58957
72.725525,-23.713694,0.27502397,240.01831
72.725525,-23.340248,0.29287726,257.00916
72.725525,-22.966805,0.15475738,264.45563
72.725525,52.842323,0.19306728,242.88971
72.725525,69.27386,0.66087335,127.81128
72.725525,69.6473,0.23210452,241.34766
72.725525,70.020744,0.2151537,245.99658
72.725525,70.39419,0.2655231,241.00403
72.725525,70.76763,0.26191512,241.15475
72.725525,71.141075,0.3145222,237.46686
72.725525,71.51453,0.25905803,241.81345
72.725525,71.88797,0.26076102,242.03006
72.725525,72.26141,0.26147932,238.93947
72.725525,75.24896,0.68652797,127.61825
72.725525,80.850624,0.106693976,262.55695
72.725525,81.22407,0.1538696,256.4254
72.725525,81.59751,0.16175683,253.64162
72.725525,81.970955,0.16173558,253.30592
72.725525,82.3444,0.14350721,255.08176
72.725525,82.71784,0.14315298,254.81929
72.725525,83.091286,0.13295019,256.2705
72.725525,83.46473,0.14804482,254.91042
72.725525,83.83817,0.13991392,256.29584
72.725525,84.21162,0.15087026,255.42183
72.725525,84.58506,0.15371647,255.45108
72.725525,84.9585,0.16284305,254.94322
72.725525,85.33195,0.16291486,255.14676
72.725525,85.70539,0.1525541,255.89545
72.725525,86.078835,0.17177933,254.33379
72.725525,86.452286,0.17524952,254.50148
72.725525,86.82573,0.16743779,255.57811
72.725525,87.19917,0.17313743,255.3703
72.725525,87.57262,0.16989267,255.78955
72.725525,87.94606,0.19686781,253.30408
72.725525,88.3195,0.17889152,255.36917
72.725525,88.69295,0.17888455,255.49844
72.725525,89.06639,0.18236801,255.30904
72.725525,89.439835,0.2109151,253.02066
72.725525,89.81328,0.19217145,254.69171
72.725525,90.18672,0.1885189,254.74228
72.725525,90.560165,0.21254079,252.68561
72.725525,90.93361,0.21467102,251.7558
72.725525,91.30705,0.22695784,250.84097
72.725525,91.6805,0.23151739,250.23181
72.725525,92.05394,0.22147737,251.15948
72.725525,92.42738,0.19571577,253.5079
72.725525,92.80083,0.22937061,250.9188
72.725525,93.17427,0.20751272,252.50333
72.725525,93.547714,0.20070654,252.94965
72.725525,93.921165,0.19488676,253.49315
72.725525,94.29461,0.1880833,254.0238
72.725525,94.66805,0.18662804,254.19746
72.725525,95.0415,0.21052645,252.61014
72.725525,95.41494,0.20356616,253.30951
72.725525,95.78838,0.20730111,252.95578
72.725525,96.16183,0.18444791,255.03775
72.725525,96.53527,0.2124695,252.56989
72.725525,96.908714,0.21612921,252.00278
72.725525,97.28216,0.22968562,250.2923
72.725525,97.6556,0.23668699,249.60068
72.725525,98.029045,0.25217208,247.52798
72.725525,98.40249,0.24963033,247.62054
72.725525,98.77593,0.24934514,248.01659
72.725525,99.149376,0.24302052,248.22522
72.725525,99.52282,0.24728836,248.58527
72.725525,99.89626,0.24974224,249.3457
72.725525,100.26971,0.22288454,251.54924
72.725525,100.64315,0.23432343,251.0097
72.725525,101.016594,0.20877226,252.86601
72.725525,101.390045,0.22180586,252.24097
72.725525,101.76349,0.21763246,252.90417
72.725525,102.13693,0.21116903,253.47119
72.725525,102.510376,0.20767584,253.79947
72.725525,102.88382,0.19955933,254.66466
72.725525,103.25726,0.17906502,256.74353
72.725525,103.63071,0.22420424,253.44293
72.725525,104.00415,0.20636375,254.31067
72.725525,104.377594,0.1897182,255.85396
72.725525,104.75104,0.2144938,253.7439
72.725525,105.497925,0.17689095,257.42346
72.725525,105.87137,0.2226326,252.55887
72.725525,106.24481,0.21687126,253.1995
72.725525,106.618256,0.22589251,252.51834
72.725525,106.9917,0.22913173,251.79958
72.725525,107.36514,0.24583137,250.48131
72.725525,107.73859,0.24939294,250.54225
72.725525,108.11203,0.20513275,254.2
72.725525,108.48547,0.21828604,253.58105
72.725525,108.858925,0.22469173,252.71307
72.725525,109.23237,0.25007677,250.86252
72.725525,109.60581,0.38919637,233.28873
72.725525,109.979256,0.26232213,250.25687
72.725525,110.3527,0.25316548,251.29324
72.725525,110.72614,0.22189759,254.88158
72.725525,111.09959,0.19802016,257.1609
72.725525,111.47303,0.19878732,257.42633
72.725525,111.84647,0.18749663,258.65857
72.725525,112.21992,0.17738196,259.72086
72.725525,112.59336,0.17523395,259.98468
72.725525,112.966805,0.21011971,256.56638
72.725525,113.34025,0.2144106,255.41837
72.725525,113.71369,0.25695804,250.5791
72.725525,114.087135,0.2169774,254.53664
72.725525,114.46058,0.20438991,255.6657
72.725525,114.83402,0.22124319,254.66666
72.725525,115.207466,0.28151137,249.68938
72.725525,115.58091,0.2496853,253.23021
72.725525,115.95435,0.2373274,253.74252
72.725525,116.327805,0.24077614,253.46309
72.725525,116.70125,0.2102413,255.79843
72.725525,117.07469,0.23804268,252.64525
72.725525,117.448135,0.2609022,251.08055
72.725525,117.82158,0.26544622,250.79292
72.725525,118.19502,0.22661754,253.73164
72.725525,118.56847,0.2305327,251.69873
72.725525,118.94191,0.2680601,247.29263
72.725525,119.31535,0.25322345,247.3357
72.725525,119.6888,0.24759589,249.0087
72.725525,120.06224,0.22145653,252.18057
72.725525,120.435684,0.23044565,252.81241
72.725525,120.80913,0.21245232,253.90518
72.725525,121.18257,0.21861728,252.78818
72.725525,121.556015,0.22266833,251.44014
72.725525,121.92946,0.16787122,256.69095
72.725525,122.3029,0.21058626,251.39804
72.725525,122.676346,0.20756541,249.14738
72.725525,123.04979,0.23437183,247.26788
72.725525,123.42323,0.23622184,245.57364
72.725525,124.17013,0.26887423,244.26819
72.725525,124.54357,0.3340117,237.10913
72.725525,124.917015,0.31628639,237.33858
72.725525,125.29046,0.34465328,230.64125
72.725525,125.6639,0.260541,244.3204
72.725525,126.037346,0.4483606,222.20914
72.725525,126.41079,0.41928104,215.11719
72.725525,126.78423,0.4598649,210.25989
72.725525,127.15768,0.48786387,205.40414
72.725525,127.53112,0.486309,204.6647
72.725525,127.904564,0.34392697,227.55807
72.725525,128.65146,0.33714318,225.4235
72.725525,141.34854,0.549459,197.82364
71.80941,-124.17013,0.24582754,240.61386
71.80941,-123.796684,0.22550993,241.24904
71.80941,-123.42323,0.21307538,242.75223
71.80941,-123.04979,0.20367207,243.15329
71.80941,-122.676346,0.19629931,242.78616
71.80941,-122.3029,0.211707,239.59062
71.80941,-121.92946,0.22111489,237.37007
71.80941,-121.556015,0.21168897,235.64108
71.80941,-121.18257,0.22270757,232.60129
71.80941,-120.80913,0.23806964,230.40054
71.80941,-118.56847,0.2495767,233.00957
71.80941,-118.19502,0.25931418,231.72632
71.80941,-117.82158,0.25909868,232.17816
71.80941,-117.448135,0.24252321,234.16629
71.80941,-117.07469,0.23661347,235.51892
71.80941,-116.70125,0.21688713,236.90884
71.80941,-116.327805,0.23010384,235.99278
71.80941,-115.95435,0.23967803,235.12485
71.80941,-115.58091,0.23956051,235.3259
71.80941,-115.207466,0.23092641,235.79742
71.80941,-114.83402,0.25506845,232.74522
71.80941,-114.46058,0.21140832,234.4643
71.80941,-114.087135,0.20251071,236.5437
71.80941,-113.71369,0.2038823,236.17093
71.80941,-113.34025,0.20153698,237.54872
71.80941,-112.966805,0.1977348,237.93892
71.80941,-112.59336,0.18499504,239.57574
71.80941,-112.21992,0.20784222,237.13568
71.80941,-111.84647,0.21679863,233.48355
71.80941,-111.47303,0.23264673,231.6772
71.80941,-111.09959,0.24541393,228.94287
71.80941,-110.72614,0.2538982,227.3757
71.80941,-110.3527,0.25878337,226.17422
71.80941,-109.979256,0.23862644,225.49171
71.80941,-109.60581,0.2679704,222.0741
71.80941,-109.23237,0.2677205,221.80411
71.80941,-108.858925,0.28195754,219.58112
71.80941,-108.48547,0.24347854,227.59636
